Type,Head_Size,Teeth_Size,Dinosaur_Length,Weight,Gender,Class
Triceratops,2.18,18.12,7.05,7130.79,Female,3
TREX,1.49,17.43,12.46,6773.09,Female,1
Spinosaurus,1.54,13.05,12.48,6432.56,Female,2
TREX,1.45,17.15,11.98,7546.43,Female,1
TREX,1.65,14.39,11.04,6890.35,Female,1
Triceratops,1.78,18.8,7.75,8179.85,Male,3
Triceratops,1.91,21.49,8.75,6690.86,Male,3
Triceratops,2.01,16.43,6.23,6758.28,Male,3
TREX,1.44,17.75,11.73,6883.52,Male,1
Spinosaurus,1.47,16.53,13.62,8309.66,Female,2
Triceratops,1.88,20.31,8.51,6732.15,Male,3
TREX,1.59,22.87,11.37,7077.14,Male,1
Triceratops,1.98,15.22,8.32,7838.74,Male,3
Triceratops,1.95,15.8,6.68,7835.01,Female,3
TREX,1.57,17.87,11.5,7026.92,Female,1
TREX,1.65,16.76,11.87,7158.95,Female,1
Spinosaurus,1.65,14.32,12.23,11484.14,Male,2
TREX,1.71,17.11,11.36,7639.25,Female,1
TREX,1.24,27.86,11.2,6085.63,Female,1
Triceratops,1.89,13.74,8.29,7972.65,Male,3
Triceratops,2.13,17.37,7.45,7505.56,Male,3
Spinosaurus,1.53,13.41,11.17,9445.4,Female,2
Spinosaurus,1.34,14.05,13.33,10784.64,Female,2
TREX,1.56,16.47,11.8,5472.82,Male,1
TREX,1.5,18.6,10.37,6801.62,Female,1
TREX,1.41,22.52,11.4,6650.6,Female,1
Spinosaurus,1.56,14.79,12.8,10432.08,Male,2
TREX,1.6,15.2,9.56,5792.41,Female,1
Spinosaurus,1.57,14.13,11.97,8164.06,Male,2
TREX,1.55,17.32,9.05,6880.12,Male,1
TREX,1.3,18.99,9.6,8497.23,Male,1
Triceratops,2.02,14.76,7.25,6844.64,Female,3
Spinosaurus,1.66,14.81,14.28,10671.35,Male,2
Triceratops,2.05,21.93,8.36,8855.68,Male,3
Spinosaurus,1.6,14.33,13.91,6990.78,Female,2
Spinosaurus,1.31,14.55,13.44,9366.33,Female,2
Spinosaurus,1.5,14.38,13.9,11425.41,Female,2
Spinosaurus,1.36,13.45,13.78,10590.84,Male,2
Spinosaurus,1.45,15.02,13.45,8797.81,Female,2
Triceratops,1.91,18.42,6.81,7367.12,Male,3
Triceratops,2.08,20.35,7.51,7371.09,Female,3
TREX,1.41,18.96,9.07,4638.66,Female,1
Spinosaurus,1.49,15.23,11.88,9999.99,Male,2
Spinosaurus,1.49,18.51,13.15,8844.07,Female,2
Triceratops,1.88,21.74,8.11,6948.63,Female,3
TREX,1.66,19.51,9.58,6510.12,Male,1
Triceratops,2.09,16.94,8.52,7925.12,Female,3
Triceratops,1.93,18.4,8.1,8069.65,Male,3
TREX,1.47,19.74,11.06,6479.95,Male,1
Triceratops,2.08,19.97,7.95,7674.77,Male,3
TREX,1.54,20.62,9.6,6116.81,Male,1
Triceratops,2.02,19.28,10.14,7386.76,Male,3
Spinosaurus,1.4,14.14,13.17,7521.89,Male,2
Triceratops,2.01,18.24,7.59,7286.21,Female,3
Triceratops,1.89,12.79,9.37,8221.79,Female,3
Triceratops,1.97,19.42,6.67,6896.72,Female,3
Triceratops,1.9,20.35,8.13,6436.34,Female,3
Spinosaurus,1.42,16.39,11.74,9172.89,Male,2
TREX,1.3,24.11,11.26,6804.5,Female,1
TREX,1.41,15.81,11.26,6560.9,Female,1
Triceratops,2.08,17.02,8.64,7156.72,Male,3
TREX,1.61,21.96,10.93,6941.05,Male,1
TREX,1.49,18.35,10.77,6195.25,Male,1
Spinosaurus,1.58,13.71,11.28,9036.28,Male,2
Spinosaurus,1.69,17.2,13.88,9150.87,Female,2
Triceratops,2.18,12.26,6.1,8043.2,Male,3
Spinosaurus,1.61,20.25,13.67,9534.06,Female,2
TREX,1.44,20.38,12.78,7442.5,Female,1
TREX,1.56,17.25,11.31,5813.29,Female,1
Triceratops,2.06,19.63,10.03,6765.32,Female,3
TREX,1.49,24.77,9.46,5681.92,Female,1
TREX,1.73,15.35,9.89,7865.34,Female,1
Triceratops,2.05,17.82,8.59,9626.8,Male,3
TREX,1.6,21.39,11.79,7225.23,Male,1
Triceratops,2.06,11.99,8.17,7379.94,Female,3
Spinosaurus,1.52,15.54,11.05,9583.73,Male,2
Spinosaurus,1.54,15.44,12.63,10924.94,Female,2
Triceratops,1.95,13.52,6.58,6701.89,Female,3
TREX,1.58,21.26,12.21,6831.55,Female,1
Triceratops,2.2,16.12,9.14,8149.4,Female,3
Triceratops,1.92,20.7,9.24,7285.38,Male,3
Triceratops,1.93,18.17,7.61,7290.47,Male,3
Spinosaurus,1.34,15.75,14.35,7597.07,Female,2
Spinosaurus,1.5,12.9,12.86,9473.34,Male,2
TREX,1.58,19.81,11.22,6445.35,Male,1
TREX,1.5,13.7,10.74,7603.54,Female,1
Triceratops,2.01,17.13,7.2,7751.32,Male,3
Triceratops,2.11,16.51,7.59,7416.76,Female,3
TREX,1.4,24.77,9.9,6705.09,Female,1
Spinosaurus,1.43,21.08,12.18,9021.61,Male,2
Spinosaurus,1.46,13.95,11.71,8382.72,Female,2
Triceratops,2.09,19.77,7.12,8635.65,Male,3
TREX,1.6,17.4,9.78,7198.64,Male,1
Spinosaurus,1.46,16.15,12.88,10867.23,Male,2
Spinosaurus,1.58,15.8,11.99,8512.13,Male,2
TREX,1.47,23.22,11.06,6324.65,Female,1
TREX,1.46,24.92,8.97,7558.37,Male,1
Triceratops,1.94,14.03,7.86,6938.06,Female,3
Triceratops,1.97,15.7,9.92,7496.96,Female,3
Triceratops,2.02,11.79,9.25,8520.51,Female,3
Spinosaurus,1.58,16.82,11.75,7564.63,Female,2
TREX,1.35,19.67,10.4,7065.73,Male,1
Spinosaurus,1.46,16.86,15.82,9882.92,Male,2
TREX,1.52,19.15,10.94,6796.94,Female,1
Triceratops,2.04,15.7,6.81,7177.96,Male,3
Spinosaurus,1.35,16.8,10.58,9352.02,Female,2
TREX,1.44,20.69,11.21,6074.5,Male,1
Triceratops,2.09,14.73,8.67,6881.62,Female,3
Spinosaurus,1.57,16.04,12.74,8502.87,Male,2
TREX,1.3,18.94,11.42,6641.78,Male,1
Triceratops,1.93,19.35,7.14,6908.36,Male,3
Triceratops,2.01,20.9,6.93,5752.22,Female,3
Triceratops,2.12,18.75,9.3,7424.28,Female,3
TREX,1.35,21.76,13.37,6281.26,Male,1
Spinosaurus,1.44,14.36,11.72,9804.79,Female,2
TREX,1.45,22.49,10.84,6362.93,Female,1
Spinosaurus,1.44,15.4,12.66,9005.14,Female,2
TREX,1.37,24.11,10.23,6981.24,Male,1
TREX,1.54,16.23,11.03,6917.73,Male,1
Triceratops,2.01,16.73,9.4,7562.88,Male,3
TREX,1.62,22.02,11.39,6738.75,Female,1
TREX,1.5,15.21,10.61,6093.56,Male,1
Spinosaurus,1.33,13.91,12.5,8304.35,Female,2
TREX,1.63,17.34,11.16,6423.91,Male,1
Triceratops,1.97,18.22,8.38,7874.95,Male,3
Triceratops,1.99,16.88,7.55,7955.27,Male,3
TREX,1.41,15.88,10.5,5554.02,Male,1
TREX,1.52,15.45,11.43,6286.49,Male,1
Spinosaurus,1.61,15.88,13.65,10271.92,Male,2
Triceratops,2.0,16.26,9.13,8317.76,Female,3
TREX,1.57,22.68,9.73,7077.64,Female,1
Spinosaurus,1.51,17.56,13.59,8632.86,Male,2
Triceratops,2.06,22.82,9.61,6100.81,Female,3
TREX,1.43,18.76,11.85,7022.6,Female,1
Triceratops,1.76,17.95,8.77,7240.4,Female,3
TREX,1.37,21.73,10.16,6604.58,Male,1
Spinosaurus,1.49,15.19,13.74,8537.5,Male,2
Triceratops,2.05,22.8,8.5,7980.93,Female,3
Triceratops,2.12,19.98,9.94,7932.33,Female,3
Triceratops,2.12,15.13,8.16,8386.99,Male,3
Spinosaurus,1.44,18.12,14.21,9117.84,Female,2
Triceratops,2.13,12.81,9.17,7224.7,Male,3
TREX,1.58,21.19,11.59,6746.54,Female,1
Triceratops,2.0,24.64,7.28,7973.83,Male,3
Triceratops,1.97,24.34,6.66,8628.67,Male,3
Triceratops,1.98,10.13,9.13,7840.55,Female,3
Triceratops,2.02,20.11,8.11,8122.97,Male,3
Triceratops,2.03,20.23,8.55,7462.19,Male,3
Triceratops,2.06,14.42,8.23,7312.11,Male,3
Spinosaurus,1.56,18.94,12.27,9354.82,Female,2
Triceratops,2.04,15.1,9.14,7272.8,Female,3
Triceratops,1.96,15.12,7.3,6715.68,Male,3
Triceratops,1.9,16.22,7.77,7607.58,Female,3
TREX,1.52,18.5,11.02,6932.68,Male,1
Triceratops,1.85,18.62,9.97,7311.41,Female,3
Triceratops,1.91,17.56,7.92,7844.16,Female,3
TREX,1.41,18.97,9.94,5512.88,Male,1
Triceratops,1.92,17.7,7.96,8098.75,Female,3
Triceratops,2.04,16.63,8.28,7648.47,Female,3
Spinosaurus,1.58,16.47,12.92,8500.04,Male,2
TREX,1.56,23.27,10.49,5820.69,Male,1
TREX,1.48,23.11,10.56,6259.33,Male,1
Spinosaurus,1.46,11.86,13.11,9294.57,Male,2
Spinosaurus,1.55,10.49,13.26,9654.69,Male,2
Triceratops,1.82,19.79,8.29,8599.62,Male,3
Spinosaurus,1.51,14.06,13.54,11259.6,Male,2
TREX,1.6,21.21,11.02,5087.09,Female,1
Triceratops,1.89,18.25,7.34,7521.03,Male,3
Spinosaurus,1.41,13.12,14.49,7435.15,Female,2
Spinosaurus,1.63,15.63,13.88,9928.85,Female,2
TREX,1.5,20.92,12.58,7064.52,Female,1
TREX,1.54,12.11,12.8,5406.65,Female,1
Spinosaurus,1.32,14.68,12.74,8170.84,Male,2
Spinosaurus,1.51,16.2,11.88,7969.17,Female,2
Spinosaurus,1.55,11.95,13.14,10153.33,Female,2
TREX,1.48,15.55,11.89,5503.13,Male,1
Spinosaurus,1.36,13.67,15.87,7158.43,Male,2
Spinosaurus,1.46,16.5,14.91,7488.91,Female,2
Spinosaurus,1.6,15.05,10.93,9406.54,Female,2
Spinosaurus,1.62,16.48,11.86,8450.95,Female,2
Triceratops,2.06,16.87,8.34,8181.77,Male,3
Spinosaurus,1.67,14.27,14.3,8162.02,Male,2
TREX,1.64,23.21,11.97,5287.58,Male,1
Spinosaurus,1.52,15.7,13.7,9001.66,Female,2
Triceratops,2.09,12.94,8.99,7218.13,Male,3
TREX,1.4,24.21,10.73,7371.22,Male,1
Spinosaurus,1.47,16.99,12.15,7969.88,Female,2
Spinosaurus,1.46,17.12,15.24,10094.17,Female,2
Triceratops,1.97,19.37,8.16,8575.42,Female,3
Spinosaurus,1.55,15.67,14.29,8038.75,Male,2
Spinosaurus,1.41,17.86,13.14,9017.86,Male,2
TREX,1.45,18.23,11.03,6429.61,Female,1
TREX,1.39,20.01,10.96,7157.44,Male,1
TREX,1.5,16.97,12.59,7988.59,Female,1
Spinosaurus,1.57,13.75,12.74,9520.68,Male,2
Triceratops,1.71,18.0,7.11,6754.19,Male,3
TREX,1.46,15.67,10.72,6587.31,Male,1
Triceratops,2.07,14.78,7.86,8550.52,Female,3
TREX,1.57,17.82,11.79,7881.82,Female,1
TREX,1.49,16.69,11.06,5608.61,Female,1
TREX,1.46,21.44,12.42,7079.96,Female,1
TREX,1.52,16.71,12.67,7625.65,Male,1
TREX,1.6,18.92,8.56,7204.75,Male,1
Triceratops,1.83,16.8,8.63,7226.55,Male,3
Spinosaurus,1.4,17.15,13.59,8367.56,Female,2
Triceratops,1.9,19.44,5.99,8469.67,Female,3
Triceratops,1.9,22.87,7.64,7865.43,Female,3
Spinosaurus,1.57,16.95,13.95,7320.25,Female,2
Triceratops,1.83,12.0,7.19,8299.77,Female,3
TREX,1.48,23.44,12.75,7310.77,Male,1
TREX,1.44,21.42,11.39,6956.66,Male,1
TREX,1.37,21.01,11.14,8133.29,Male,1
Triceratops,1.88,20.95,7.18,8446.43,Male,3
Spinosaurus,1.73,15.37,11.73,8552.75,Female,2
TREX,1.46,22.55,10.88,7612.86,Male,1
Triceratops,2.08,22.25,8.63,7324.88,Male,3
Spinosaurus,1.53,14.94,12.71,9473.73,Female,2
Spinosaurus,1.5,14.86,9.67,9505.86,Male,2
TREX,1.45,24.08,11.06,5740.52,Male,1
Triceratops,1.93,22.08,7.87,7388.82,Female,3
Triceratops,1.93,17.1,9.33,8365.99,Male,3
Spinosaurus,1.42,14.72,12.94,8855.41,Male,2
Triceratops,1.93,17.07,7.63,7948.52,Male,3
Spinosaurus,1.5,17.55,13.21,8729.21,Male,2
Spinosaurus,1.44,11.78,13.33,8196.47,Female,2
TREX,1.33,26.29,12.03,5549.44,Male,1
Triceratops,2.04,20.83,7.59,7699.84,Male,3
TREX,1.47,19.03,10.71,7123.28,Male,1
Spinosaurus,1.37,14.63,14.09,10100.8,Female,2
TREX,1.34,21.24,10.36,6731.56,Male,1
TREX,1.55,18.59,10.96,7317.34,Female,1
TREX,1.48,18.57,11.14,5371.15,Female,1
Spinosaurus,1.51,11.91,12.23,9271.58,Male,2
TREX,1.61,15.88,10.89,6046.99,Female,1
Spinosaurus,1.5,14.72,13.26,8925.18,Female,2
TREX,1.4,21.73,9.26,6979.7,Male,1
TREX,1.51,23.89,9.82,6927.38,Male,1
TREX,1.51,21.28,11.64,6181.2,Male,1
TREX,1.62,17.92,10.61,6140.73,Male,1
TREX,1.53,17.46,10.98,7106.13,Female,1
TREX,1.78,18.09,12.22,6272.58,Female,1
TREX,1.51,17.25,13.29,5589.76,Female,1
Spinosaurus,1.54,14.77,13.82,7409.81,Male,2
Triceratops,2.22,16.41,6.75,7486.64,Male,3
TREX,1.56,20.97,9.93,6888.65,Male,1
Spinosaurus,1.31,15.33,12.8,8818.05,Male,2
Spinosaurus,1.35,17.28,11.78,10449.29,Male,2
TREX,1.67,21.88,11.74,7073.9,Male,1
Spinosaurus,1.41,13.92,14.15,8920.93,Male,2
Triceratops,2.16,22.18,8.16,7482.03,Male,3
TREX,1.41,23.23,10.47,7109.02,Female,1
Spinosaurus,1.44,13.78,12.55,10546.11,Male,2
Triceratops,2.07,22.92,9.91,7861.97,Male,3
Spinosaurus,1.52,13.8,13.47,8193.67,Female,2
TREX,1.52,24.29,9.31,5231.78,Female,1
TREX,1.7,22.85,10.92,8371.26,Female,1
Spinosaurus,1.43,14.54,13.87,8087.67,Female,2
TREX,1.48,21.49,10.0,6520.79,Male,1
TREX,1.34,19.75,11.16,6939.31,Male,1
Triceratops,1.95,20.64,9.4,8333.0,Male,3
Spinosaurus,1.74,17.97,12.75,11426.09,Female,2
Spinosaurus,1.55,17.18,14.79,8965.19,Female,2
Triceratops,1.87,19.05,8.34,5053.47,Female,3
TREX,1.44,18.81,11.96,6939.21,Male,1
TREX,1.33,23.59,11.26,6697.52,Male,1
TREX,1.45,19.58,10.09,5724.05,Male,1
TREX,1.43,21.3,10.75,7510.44,Male,1
TREX,1.51,21.57,10.35,6546.63,Female,1
TREX,1.39,20.15,10.73,6612.78,Male,1
Triceratops,1.87,17.44,6.13,6716.75,Female,3
Triceratops,1.91,18.12,9.6,6267.5,Male,3
Spinosaurus,1.6,16.74,12.38,8696.74,Female,2
TREX,1.47,22.99,12.04,6578.45,Male,1
Spinosaurus,1.56,14.07,12.06,8993.32,Male,2
Triceratops,2.05,20.54,8.49,6382.13,Male,3
TREX,1.5,16.21,12.1,6819.01,Male,1
Triceratops,2.05,18.77,7.26,8824.11,Male,3
TREX,1.36,24.35,11.36,6774.73,Female,1
Spinosaurus,1.46,16.22,12.24,10006.25,Female,2
Triceratops,1.99,17.7,8.2,7386.05,Male,3
Spinosaurus,1.56,14.96,15.11,8745.85,Male,2
Spinosaurus,1.47,13.75,12.93,8819.45,Male,2
Spinosaurus,1.64,17.72,15.34,10833.11,Female,2
Triceratops,2.0,15.17,6.39,6723.52,Male,3
Spinosaurus,1.59,16.99,12.8,8505.09,Male,2
Spinosaurus,1.44,17.88,13.18,7707.7,Male,2
TREX,1.42,17.27,11.74,6352.06,Female,1
TREX,1.38,21.62,10.14,6327.42,Female,1
Triceratops,2.02,14.45,7.83,7419.45,Male,3
Triceratops,1.97,19.84,8.52,7216.89,Male,3
Triceratops,1.93,15.2,7.21,6767.88,Male,3
Spinosaurus,1.71,18.2,12.13,9080.16,Male,2
TREX,1.45,19.81,10.94,5906.56,Female,1
TREX,1.52,23.58,11.55,7085.59,Male,1
Spinosaurus,1.49,11.43,12.06,10032.56,Female,2
Spinosaurus,1.37,15.11,12.6,10044.53,Male,2
Triceratops,2.18,13.22,7.86,7647.71,Male,3
Spinosaurus,1.6,14.91,15.42,9462.25,Female,2
TREX,1.54,22.57,10.37,5951.69,Male,1
Triceratops,1.97,12.64,6.35,7385.24,Female,3
Triceratops,2.08,17.53,9.24,6750.79,Female,3
TREX,1.46,15.98,11.46,7927.29,Male,1
TREX,1.54,22.94,10.86,6550.84,Male,1
TREX,1.51,19.16,11.22,7019.3,Female,1
TREX,1.61,16.88,10.77,7564.13,Female,1
Spinosaurus,1.55,14.06,14.85,8955.29,Male,2
TREX,1.59,16.79,12.54,6378.03,Male,1
TREX,1.48,20.34,9.26,6170.75,Female,1
TREX,1.41,17.1,11.12,5794.14,Female,1
TREX,1.41,21.89,12.25,7519.96,Male,1
Triceratops,1.92,17.51,9.68,7392.59,Female,3
TREX,1.32,22.3,10.22,6388.89,Female,1
Triceratops,2.09,13.48,7.68,8329.84,Female,3
TREX,1.46,21.71,8.48,7415.49,Male,1
Spinosaurus,1.48,12.58,11.8,9031.37,Male,2
TREX,1.68,15.84,11.31,5767.74,Female,1
Triceratops,2.12,18.96,8.64,8542.02,Male,3
TREX,1.44,14.15,13.56,6868.95,Female,1
TREX,1.49,25.1,10.83,6757.69,Female,1
TREX,1.36,19.57,10.53,7643.1,Female,1
Triceratops,1.92,14.31,7.93,7693.84,Female,3
Triceratops,2.0,17.82,9.38,6696.92,Male,3
Triceratops,2.03,16.29,6.73,7579.09,Male,3
Triceratops,2.19,17.3,7.54,8014.14,Male,3
Triceratops,1.97,21.75,7.07,7210.62,Female,3
Triceratops,2.01,23.18,7.49,7527.89,Female,3
TREX,1.45,25.89,13.94,7746.05,Female,1
TREX,1.57,22.09,10.4,6914.6,Male,1
Triceratops,2.02,17.19,7.25,6969.81,Male,3
TREX,1.64,19.45,10.95,6060.7,Female,1
Spinosaurus,1.41,13.44,12.91,7452.47,Female,2
TREX,1.53,19.15,13.93,6336.5,Female,1
Triceratops,2.07,14.71,7.06,7166.64,Female,3
Triceratops,1.96,17.01,9.18,7692.97,Male,3
Spinosaurus,1.39,14.6,12.82,8146.78,Male,2
Spinosaurus,1.47,14.32,14.3,8196.59,Female,2
TREX,1.38,20.25,10.41,7646.52,Female,1
TREX,1.47,21.41,9.26,6582.37,Female,1
TREX,1.65,18.16,10.67,6669.88,Male,1
Triceratops,2.12,20.23,7.02,7240.92,Female,3
TREX,1.58,18.29,11.25,6333.97,Female,1
TREX,1.48,17.52,9.73,5030.66,Female,1
TREX,1.52,18.4,9.9,6242.96,Female,1
Spinosaurus,1.5,18.17,10.98,9460.05,Male,2
Triceratops,2.04,18.02,9.12,7627.75,Female,3
TREX,1.33,23.58,13.39,6745.94,Male,1
Spinosaurus,1.59,15.96,11.42,8279.61,Male,2
TREX,1.55,20.13,11.75,6158.13,Female,1
Triceratops,2.24,18.72,7.4,7441.74,Female,3
TREX,1.25,18.92,11.14,8214.16,Male,1
Spinosaurus,1.63,17.18,14.32,8647.82,Female,2
Spinosaurus,1.63,17.61,12.22,9299.18,Male,2
TREX,1.4,16.64,11.14,6410.81,Female,1
Spinosaurus,1.5,17.32,13.45,10317.35,Male,2
Spinosaurus,1.37,14.05,13.19,8857.71,Female,2
Spinosaurus,1.5,15.76,13.85,7996.21,Male,2
TREX,1.4,20.73,9.3,6359.77,Male,1
Triceratops,2.01,20.06,8.38,7100.58,Male,3
TREX,1.5,19.81,11.47,6476.71,Female,1
Spinosaurus,1.5,18.21,13.25,9565.2,Female,2
Triceratops,2.01,20.03,7.12,8240.03,Male,3
TREX,1.64,17.43,9.76,6659.41,Female,1
Spinosaurus,1.44,12.99,13.31,10576.85,Male,2
Spinosaurus,1.63,14.91,14.66,7125.94,Female,2
Triceratops,1.96,20.69,7.63,7534.19,Male,3
TREX,1.35,17.94,12.06,6971.56,Male,1
TREX,1.46,21.54,11.02,6622.14,Female,1
Spinosaurus,1.5,16.82,13.38,9496.74,Female,2
TREX,1.57,19.14,10.8,7645.6,Female,1
Spinosaurus,1.5,12.8,14.04,10466.31,Male,2
Triceratops,2.09,17.84,7.28,7854.5,Female,3
TREX,1.42,16.97,9.76,7191.69,Female,1
Spinosaurus,1.57,16.84,12.16,8429.6,Female,2
Triceratops,1.84,11.7,7.06,7123.9,Male,3
TREX,1.52,22.25,11.66,5330.69,Male,1
Triceratops,1.93,18.3,8.48,7249.76,Male,3
TREX,1.63,20.74,10.15,7513.38,Female,1
TREX,1.59,21.02,11.44,7159.0,Male,1
Triceratops,1.99,14.82,9.81,6900.82,Male,3
TREX,1.5,21.69,9.94,6317.09,Male,1
TREX,1.49,17.01,11.03,6349.12,Male,1
TREX,1.42,22.66,11.42,7564.7,Female,1
Spinosaurus,1.55,15.13,12.71,8372.34,Female,2
Spinosaurus,1.58,16.82,13.0,7083.7,Female,2
Triceratops,2.13,14.18,6.9,7600.05,Female,3
TREX,1.72,17.42,10.32,7191.12,Female,1
TREX,1.59,19.51,10.07,6240.14,Female,1
TREX,1.61,18.62,11.32,6790.18,Male,1
Triceratops,1.81,18.56,7.1,8598.8,Female,3
Triceratops,2.08,17.6,8.62,7314.19,Male,3
TREX,1.47,19.34,12.25,6008.11,Female,1
Triceratops,2.03,14.94,9.12,7801.37,Female,3
Spinosaurus,1.45,14.6,14.21,10634.61,Male,2
Triceratops,1.97,21.63,7.57,7573.58,Female,3
Spinosaurus,1.5,17.33,14.22,8169.12,Male,2
Triceratops,2.03,19.62,8.55,6841.95,Female,3
Spinosaurus,1.36,15.02,14.53,9241.08,Female,2
TREX,1.46,16.12,11.65,6215.05,Female,1
TREX,1.48,21.17,11.55,6426.43,Male,1
Triceratops,1.98,18.89,9.37,8043.09,Female,3
Triceratops,2.02,17.21,6.77,7711.8,Female,3
Triceratops,2.07,13.32,6.94,7243.56,Female,3
Triceratops,2.08,16.77,8.27,6326.03,Female,3
TREX,1.57,21.23,10.81,6278.79,Male,1
Spinosaurus,1.49,14.03,13.37,11453.94,Male,2
TREX,1.55,23.78,9.07,6124.07,Male,1
Triceratops,2.02,16.99,8.57,7938.34,Female,3
Triceratops,2.02,17.58,7.54,7512.87,Male,3
TREX,1.32,18.83,10.39,6504.11,Female,1
Triceratops,1.95,12.59,8.67,7369.78,Female,3
TREX,1.59,21.6,9.88,6785.0,Male,1
TREX,1.37,21.42,10.66,5467.98,Male,1
TREX,1.57,21.05,11.86,6042.82,Male,1
Spinosaurus,1.23,16.44,13.47,9020.03,Male,2
TREX,1.73,14.51,11.91,6359.67,Female,1
Triceratops,2.15,17.13,9.47,6767.33,Female,3
TREX,1.42,19.1,9.27,8005.93,Male,1
Triceratops,1.98,20.03,8.62,7311.73,Female,3
Triceratops,1.91,15.3,6.63,7603.0,Male,3
Spinosaurus,1.46,17.04,10.93,8573.02,Female,2
Triceratops,2.13,14.74,7.89,7360.99,Female,3
Spinosaurus,1.37,15.53,12.35,10688.82,Female,2
Triceratops,2.13,22.68,8.52,6655.24,Male,3
Triceratops,2.0,21.64,8.41,7832.28,Female,3
TREX,1.58,22.19,12.08,6735.09,Male,1
TREX,1.54,22.01,11.01,5999.79,Female,1
Triceratops,2.11,13.96,9.22,6881.86,Female,3
TREX,1.54,21.46,10.18,6563.94,Female,1
TREX,1.32,16.73,11.37,5679.58,Female,1
Triceratops,1.91,22.01,7.77,8752.96,Male,3
TREX,1.48,20.32,10.94,6120.63,Female,1
Triceratops,1.97,21.79,9.25,6850.27,Male,3
Spinosaurus,1.52,15.06,12.37,9155.66,Male,2
TREX,1.43,19.63,10.65,6448.51,Female,1
TREX,1.56,23.46,10.39,5934.52,Male,1
Spinosaurus,1.62,12.42,12.16,9463.27,Female,2
Triceratops,2.09,25.17,8.04,7398.62,Male,3
Triceratops,1.89,18.33,7.09,6635.9,Female,3
Triceratops,2.04,17.34,6.72,7593.44,Male,3
Spinosaurus,1.55,15.26,12.27,11100.99,Male,2
Triceratops,1.96,20.37,7.5,7457.79,Female,3
TREX,1.61,21.16,11.83,6534.01,Male,1
TREX,1.29,21.82,11.05,7484.7,Female,1
Triceratops,2.0,17.44,8.68,7958.49,Female,3
TREX,1.47,18.83,11.69,7822.1,Female,1
Triceratops,1.88,19.53,8.55,7370.57,Female,3
TREX,1.54,15.7,12.81,7822.54,Male,1
Spinosaurus,1.51,13.96,12.94,10478.18,Male,2
TREX,1.51,22.62,10.36,6329.72,Female,1
TREX,1.46,14.59,11.86,6310.59,Female,1
Spinosaurus,1.63,13.74,12.71,10141.9,Male,2
Triceratops,2.18,12.74,7.4,9110.02,Male,3
TREX,1.42,18.79,12.09,6573.62,Female,1
Triceratops,2.2,15.78,6.24,8317.07,Male,3
TREX,1.44,19.29,11.03,6236.95,Female,1
TREX,1.34,19.65,9.84,5761.43,Male,1
Spinosaurus,1.53,17.72,13.63,9117.04,Male,2
Spinosaurus,1.37,11.1,11.64,8527.5,Male,2
Triceratops,2.09,21.65,8.56,7505.22,Female,3
Spinosaurus,1.56,13.65,13.39,10078.85,Male,2
Triceratops,2.1,16.84,7.75,6780.56,Female,3
Spinosaurus,1.46,11.85,12.6,10092.06,Male,2
Triceratops,2.1,12.81,9.31,7844.95,Female,3
Spinosaurus,1.21,12.9,13.99,7753.67,Male,2
Spinosaurus,1.65,18.07,12.09,8443.95,Male,2
Spinosaurus,1.51,13.96,13.32,9676.84,Female,2
Spinosaurus,1.38,11.23,9.36,8753.26,Male,2
TREX,1.47,22.82,11.73,6346.86,Male,1
Triceratops,2.15,19.94,6.91,6890.71,Male,3
TREX,1.48,19.31,11.31,6321.72,Female,1
TREX,1.57,23.29,11.19,5995.77,Male,1
Spinosaurus,1.45,16.54,14.54,7467.78,Male,2
Triceratops,2.07,10.41,8.72,8161.97,Male,3
Triceratops,2.1,16.28,9.03,7713.78,Male,3
Triceratops,2.05,20.62,6.6,7226.59,Male,3
Triceratops,1.96,13.36,10.94,6934.13,Male,3
Triceratops,1.94,15.67,9.25,7095.92,Male,3
Triceratops,1.93,15.6,8.57,7079.69,Female,3
TREX,1.62,18.42,9.64,6175.74,Male,1
TREX,1.3,21.03,10.15,7433.37,Female,1
Triceratops,1.95,19.95,6.71,7264.2,Male,3
TREX,1.7,20.86,10.44,6968.16,Male,1
TREX,1.35,17.83,9.02,5477.75,Female,1
TREX,1.56,21.44,11.11,5728.46,Female,1
Triceratops,2.03,19.42,9.22,7140.14,Female,3
TREX,1.48,19.25,11.69,7386.4,Male,1
Triceratops,2.0,15.72,6.38,7883.44,Male,3
TREX,1.5,17.34,10.52,6727.52,Female,1
Triceratops,2.03,17.91,8.29,7530.51,Female,3
Spinosaurus,1.4,14.58,13.24,9302.74,Male,2
TREX,1.3,23.76,13.64,7033.36,Female,1
Spinosaurus,1.5,14.62,13.31,9640.06,Female,2
Spinosaurus,1.48,15.52,13.21,9106.54,Female,2
Spinosaurus,1.4,11.74,13.54,10118.91,Male,2
Triceratops,2.01,19.96,8.44,8488.45,Female,3
TREX,1.6,17.18,13.53,7026.47,Female,1
Triceratops,1.97,22.04,6.92,6765.95,Female,3
Spinosaurus,1.54,14.01,13.37,8809.51,Male,2
TREX,1.6,18.84,9.67,7009.17,Male,1
TREX,1.56,18.41,13.07,5429.77,Male,1
TREX,1.46,18.09,10.1,5909.14,Female,1
TREX,1.6,19.9,9.75,5555.53,Male,1
